eval_id,Sentence_ID,Sub-Subtype,Keyword,Best_Match,ar,mt_output,en,Severity_Score,TQA_Category,tier,source,Q1_Error_Implemented,Q2_Linguistically_Correct,Q3_Minimal_Pair,Q4_Anchor_Accurate,Q5_Naturalness,Q6_Domain_Appropriate,Notes,Annotator_ID,eval_tier,Technical_Score,Quality_Score,Overall_Score,Status,anchor_validity,phenomenon_clarity,arabic_naturalness,collateral_severity,tier2_seed_recommendation
T2_EVAL_0047,TIER2_Wrong_Structure_8756345d,Wrong Structure,السعي لتحقيق الحوكمة الرشيدة,تحقيق الحوكمة الرشيدة,قرر المجلس تعزيز السعي لتحقيق الحوكمة الرشيدة في البلدان المتأثرة بالنزاعات لضمان استدامة السلام والأمن.,قرر المجلس تعزيز تحقيق الحوكمة الرشيدة في البلدان المتأثرة بالنزاعات لضمان استدامة السلام والأمن.,The council decided to enhance efforts for achieving good governance in conflict-affected countries to ensure the sustainability of peace and security.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0048,TIER2_Gender_Disagreement_f97c097b,Gender Disagreement,أعضاؤها,أعضائه,تؤكد اللجنة على أهمية تعزيز التعاون بين الدول الأعضاء لضمان الامتثال الكامل لقرارات مجلس الأمن، وتشجيع أعضاؤها على تقديم الدعم اللازم.,تؤكد اللجنة على أهمية تعزيز التعاون بين الدول الأعضاء لضمان الامتثال الكامل لقرارات مجلس الأمن، وتشجيع أعضائه على تقديم الدعم اللازم.,"The committee emphasizes the importance of enhancing cooperation among member states to ensure full compliance with Security Council resolutions, and encourages its members to provide the necessary support.",,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0049,TIER2_Wrong_Structure_6ca9e9be,Wrong Structure,التعاون الاقتصادي الدولي,التنسيق في مجال الاقتصاد العالمي,قرر الاجتماع التركيز على أهمية التعاون الاقتصادي الدولي لتعزيز التنمية المستدامة وتحقيق السلام العالمي.,قرر الاجتماع التركيز على أهمية التنسيق في مجال الاقتصاد العالمي لتعزيز التنمية المستدامة وتحقيق السلام العالمي.,The meeting decided to focus on the importance of international economic cooperation to promote sustainable development and achieve global peace.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,4.0,4.0,5.0,1.0,1.0
T2_EVAL_0050,TIER2_Adjective_to_Noun_b0a0f5f9,Adjective to Noun,القانونية,القانون,حث الأمين العام الدول الأعضاء على الالتزام بالمعايير القانونية المنصوص عليها في الاتفاقية الدولية لحماية الأطفال.,حث الأمين العام الدول الأعضاء على الالتزام بالمعايير القانون المنصوص عليها في الاتفاقية الدولية لحماية الأطفال.,The Secretary-General urged member states to adhere to the legal standards outlined in the international convention on the protection of children.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0051,TIER2_Progressive_to_Perfective_48cb1384,Progressive to Perfective,لاحظت اللجنة أن الحماية تزداد,لاحظت اللجنة أن الحماية ازدادت,لاحظت اللجنة أن الحماية تزداد في المناطق المتضررة بسبب الجهود المتواصلة لتحسين الأوضاع الأمنية والإنسانية فيها.,لاحظت اللجنة أن الحماية ازدادت في المناطق المتضررة بسبب الجهود المتواصلة لتحسين الأوضاع الأمنية والإنسانية فيها.,The committee noted that protection is increasing in the affected areas due to ongoing efforts to improve security and humanitarian conditions there.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0052,TIER2_Noun_to_Adjective_2315b9cc,Noun to Adjective,اللاجئين,اللاجئة,قرر المجلس تعزيز الجهود الدولية لتحسين أوضاع اللاجئين في المناطق المتضررة من الصراعات.,قرر المجلس تعزيز الجهود الدولية لتحسين أوضاع اللاجئة في المناطق المتضررة من الصراعات.,The council decided to enhance international efforts to improve the conditions of refugees in conflict-affected areas.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,1.0,1.0,4.0,1.0,0.0
T2_EVAL_0053,TIER2_Adjective_to_Noun_e5142775,Adjective to Noun,الإنسانية,الإنسان,أشار التقرير إلى الحاجة الملحة لتوفير المساعدات الإنسانية للاجئين في المناطق المتضررة.,أشار التقرير إلى الحاجة الملحة لتوفير المساعدات الإنسان للاجئين في المناطق المتضررة.,The report highlighted the urgent need to provide humanitarian assistance to refugees in affected areas.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,3.0,1.0,1.0
T2_EVAL_0054,TIER2_Wrong_Structure_464af767,Wrong Structure,نزع السلاح النووي,إزالة الأسلحة النووية,أيدت اللجنة قراراً يدعو إلى نزع السلاح النووي في المنطقة لدعم الجهود الدولية الرامية إلى تحقيق السلام العالمي.,أيدت اللجنة قراراً يدعو إلى إزالة الأسلحة النووية في المنطقة لدعم الجهود الدولية الرامية إلى تحقيق السلام العالمي.,The committee endorsed a resolution calling for nuclear disarmament in the region to support international efforts towards achieving global peace.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,4.0,4.0,5.0,1.0,1.0
T2_EVAL_0055,TIER2_Gender_Disagreement_8f33ac68,Gender Disagreement,تضامنها,تضامنه,تحث الجمعية المجتمع الدولي على تعزيز الحماية وتقديم المساعدات، وتكرر تضامنها مع الدول المتضررة من الأزمات الإنسانية.,تحث الجمعية المجتمع الدولي على تعزيز الحماية وتقديم المساعدات، وتكرر تضامنه مع الدول المتضررة من الأزمات الإنسانية.,"The Assembly urges the international community to strengthen protection and provide assistance, reiterating its solidarity with countries affected by humanitarian crises.",,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0056,TIER2_Name_Entity_Error_72a53f43,Name Entity Error,الدولة الإسلامية,الدولة الإيرانية,وشدد التقرير على ضرورة التعاون الدولي للقضاء على تهديدات الدولة الإسلامية في مناطق الصراع.,وشدد التقرير على ضرورة التعاون الدولي للقضاء على تهديدات الدولة الإيرانية في مناطق الصراع.,The report stressed the need for international cooperation to eliminate the threats of the Islamic State in conflict areas.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0057,TIER2_Partial_Translation_7a83629e,Partial Translation,المعاهدة الدولية للقضاء على جميع أشكال التمييز,المعاهدة الدولية,أشار التقرير إلى ضرورة تعزيز تنفيذ المعاهدة الدولية للقضاء على جميع أشكال التمييز لتعزيز السلام والعدالة.,أشار التقرير إلى ضرورة تعزيز تنفيذ المعاهدة الدولية لتعزيز السلام والعدالة.,The report noted the need to strengthen the implementation of the International Treaty to Eliminate All Forms of Discrimination to promote peace and justice.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0058,TIER2_Tanween_Omission_c3e68b70,Tanween Omission,تفاهماً,تفاهما,دعا المجلس إلى تعزيز تفاهماً إقليمياً بين الدول الأعضاء لضمان استقرار المنطقة وتحقيق السلام الدائم.,دعا المجلس إلى تعزيز تفاهما إقليمياً بين الدول الأعضاء لضمان استقرار المنطقة وتحقيق السلام الدائم.,The Council called for strengthening regional understanding among member states to ensure regional stability and achieve lasting peace.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0059,TIER2_Terminology_Substitution_ec03b9ec,Terminology Substitution,الممثل الخاص,المبعوث الخاص,رحب الممثل الخاص للأمين العام بجهود الدول الأعضاء لتعزيز التعاون الإقليمي في منطقة الساحل.,رحب المبعوث الخاص للأمين العام بجهود الدول الأعضاء لتعزيز التعاون الإقليمي في منطقة الساحل.,The Special Representative of the Secretary-General welcomed the efforts of member states to enhance regional cooperation in the Sahel region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0060,TIER2_Partial_Translation_ca733eca,Partial Translation,الاتفاقيات الدولية الخاصة بالوساطة,[OMITTED],حث الأمين العام الدول الأعضاء على مراعاة الاتفاقيات الدولية الخاصة بالوساطة لتعزيز الحوار والتعاون السلمي.,حث الأمين العام الدول الأعضاء على مراعاة لتعزيز الحوار والتعاون السلمي.,The Secretary-General urged member states to consider international mediation agreements to enhance dialogue and peaceful cooperation.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0061,TIER2_Invalid_Pattern_df4efabb,Invalid Pattern,بنود,بنو,حث المندوب الأمين العام على النظر في جميع بنود الاتفاقية لضمان تنفيذها الكامل دون تأخير.,حث المندوب الأمين العام على النظر في جميع بنو الاتفاقية لضمان تنفيذها الكامل دون تأخير.,The delegate urged the Secretary-General to consider all the provisions of the agreement to ensure their full implementation without delay.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,2.0,1.0,1.0
T2_EVAL_0062,TIER2_Total_Omission_547dc616,Total Omission,الاحتياجات الأساسية,[OMITTED],أعربت اللجنة عن قلقها بشأن الأزمة الإنسانية وضرورة تلبية الاحتياجات الأساسية للضحايا في المناطق المتضررة.,أعربت اللجنة عن قلقها بشأن الأزمة الإنسانية وضرورة تلبية للضحايا في المناطق المتضررة.,The committee expressed its concern about the humanitarian crisis and the need to meet the basic needs of victims in affected areas.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0063,TIER2_Tanween_Omission_48550387,Tanween Omission,شاملاً,شاملا,يدعو الأمين العام إلى تنفيذ اتفاقية السلام شاملاً جميع الأطراف لضمان استقرار المنطقة وتحقيق الأمن المستدام.,يدعو الأمين العام إلى تنفيذ اتفاقية السلام شاملا جميع الأطراف لضمان استقرار المنطقة وتحقيق الأمن المستدام.,"The Secretary-General calls for the implementation of the peace agreement, including all parties, to ensure regional stability and achieve sustainable security.",,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0064,TIER2_Gender_Disagreement_d26ce357,Gender Disagreement,المحكمة,المحكم,يطلب إلى المحكمة الدولية أن تستمر في تعزيز جهودها لتحقيق العدالة الدولية ومكافحة الإفلات من العقاب.,يطلب إلى المحكم الدولي أن يستمر في تعزيز جهوده لتحقيق العدالة الدولية ومكافحة الإفلات من العقاب.,Requests the International Court to continue enhancing its efforts to achieve international justice and combat impunity.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
